Date,Open,High,Low,Close,Adj Close,Volume
2019-01-15,179.880005,186.240005,179.880005,185.259995,180.049561,556
2019-01-16,182.080002,188.759995,182.080002,187.199997,181.934998,447
2019-01-17,191.300003,192.059998,187.320007,191.800003,186.405624,474
2019-01-18,192.500000,193.500000,190.580002,192.199997,186.794373,433
2019-01-21,193.020004,196.259995,192.199997,192.199997,186.794373,258
2019-01-22,194.759995,195.179993,191.000000,191.000000,185.628128,1047
2019-01-23,193.800003,193.899994,191.500000,192.020004,186.619446,257
2019-01-24,193.000000,195.460007,187.000000,187.000000,181.740631,339
2019-01-25,194.880005,196.000000,194.000000,195.899994,190.390305,2452
2019-01-28,195.899994,197.860001,194.020004,197.339996,191.789810,805
2019-01-29,197.339996,200.000000,195.500000,197.220001,191.673187,532
2019-01-30,200.750000,203.949997,198.500000,200.550003,194.909531,77
2019-01-31,201.050003,204.100006,194.000000,194.000000,188.543747,1935
2019-02-01,195.000000,195.520004,188.979996,190.800003,185.433762,360
2019-02-04,191.139999,193.520004,188.020004,193.520004,188.077255,688
2019-02-05,193.000000,193.000000,188.020004,192.860001,187.435822,644
2019-02-06,192.979996,193.660004,188.020004,193.500000,188.057816,911
2019-02-07,192.720001,192.720001,186.020004,186.020004,180.788193,1760
2019-02-08,187.000000,188.759995,186.020004,186.020004,180.788193,900
2019-02-11,187.000000,192.740005,187.000000,187.240005,181.973877,596
2019-02-12,189.000000,190.139999,188.279999,188.279999,182.984619,1063
2019-02-13,190.979996,192.160004,187.000000,190.139999,184.792313,378
2019-02-14,190.240005,192.539993,189.899994,190.979996,185.608688,101
2019-02-15,190.979996,191.020004,187.479996,190.759995,185.394867,59
2019-02-18,193.000000,193.000000,188.300003,192.259995,186.852692,2064
2019-02-19,190.000000,192.300003,187.839996,191.259995,185.880814,909
2019-02-20,191.259995,196.820007,190.039993,192.660004,187.241440,228
2019-02-21,192.940002,197.440002,192.699997,194.240005,188.777008,408
2019-02-22,194.259995,202.000000,194.240005,198.059998,192.489563,800
2019-02-25,198.179993,198.179993,197.000000,198.039993,192.470123,225
2019-02-26,198.179993,202.500000,198.179993,200.000000,194.375000,349
2019-02-27,201.550003,201.649994,197.419998,197.940002,192.372940,306
2019-02-28,197.940002,198.000000,192.279999,196.619995,191.090057,324
2019-03-01,196.619995,199.940002,196.619995,199.940002,194.316696,70
2019-03-04,201.750000,204.000000,199.960007,204.000000,198.262497,1119
2019-03-05,204.000000,204.000000,200.199997,200.949997,195.298279,1367
2019-03-06,201.000000,202.050003,200.000000,200.000000,194.375000,253
2019-03-07,200.000000,200.000000,198.000000,198.500000,192.917191,143
2019-03-08,198.500000,198.500000,191.399994,197.720001,192.159134,981
2019-03-11,197.860001,198.880005,189.240005,195.520004,190.021011,958
2019-03-12,199.199997,199.199997,194.740005,197.820007,192.256317,274
2019-03-13,196.000000,197.860001,192.000000,194.679993,189.204620,1541
2019-03-14,199.080002,199.199997,195.000000,199.039993,193.442001,160
2019-03-15,199.199997,203.100006,199.199997,202.949997,197.242035,229
2019-03-18,202.899994,204.699997,199.259995,200.199997,194.569382,1786
2019-03-19,200.199997,208.149994,200.199997,204.000000,198.262497,1277
2019-03-20,206.949997,207.199997,204.000000,205.000000,199.234375,531
2019-03-21,204.949997,204.949997,200.000000,203.250000,197.533600,1229
2019-03-22,204.000000,205.000000,200.300003,200.300003,194.666565,598
2019-03-25,200.550003,200.550003,197.479996,197.479996,191.925873,862
2019-03-26,197.520004,198.100006,195.000000,196.440002,190.915131,402
2019-03-27,198.000000,199.220001,197.080002,198.259995,192.683929,266
2019-03-28,200.000000,203.600006,198.279999,201.000000,195.346878,1243
2019-03-29,201.649994,205.449997,201.649994,205.449997,199.671722,756
2019-04-01,205.000000,208.000000,204.000000,208.000000,202.150009,1063
2019-04-02,210.000000,212.000000,207.000000,212.000000,206.037506,1592
2019-04-03,213.000000,217.000000,211.000000,217.000000,210.896881,1805
2019-04-04,212.000000,218.000000,212.000000,217.000000,210.896881,986
