Date,Open,High,Low,Close,Adj Close,Volume
2019-01-15,58.650002,58.720001,57.889999,58.080002,57.374451,90398
2019-01-16,58.380001,58.820000,58.090000,58.650002,57.937527,97118
2019-01-17,58.459999,58.799999,58.099998,58.700001,57.986919,89616
2019-01-18,59.000000,60.099998,59.000000,59.799999,59.073555,321043
2019-01-21,59.919998,60.130001,59.509998,59.590000,58.866108,373063
2019-01-22,59.299999,59.759998,58.810001,59.250000,58.530235,160803
2019-01-23,59.410000,60.080002,59.200001,59.549999,58.826591,99454
2019-01-24,59.849998,60.500000,59.700001,60.099998,59.369911,164642
2019-01-25,60.509998,60.650002,60.099998,60.310001,59.577362,111613
2019-01-28,60.150002,60.180000,59.310001,59.360001,58.638901,285088
2019-01-29,59.349998,59.400002,58.750000,59.049999,58.332664,143391
2019-01-30,59.169998,59.400002,58.790001,59.310001,58.589508,92820
2019-01-31,59.299999,59.700001,58.700001,58.720001,58.006676,145912
2019-02-01,59.430000,59.599998,58.980000,59.419998,58.698170,121568
2019-02-04,59.799999,59.799999,58.810001,59.060001,58.342545,131012
2019-02-05,59.250000,59.799999,59.200001,59.590000,58.866108,476625
2019-02-06,59.099998,60.470001,58.299999,60.000000,59.271126,848683
2019-02-07,60.209999,61.009998,59.849998,59.900002,59.172340,226511
2019-02-08,59.669998,59.720001,59.099998,59.099998,58.382057,181004
2019-02-11,59.549999,59.630001,59.020000,59.209999,58.490723,449044
2019-02-12,59.540001,59.930000,59.490002,59.880001,59.152584,153385
2019-02-13,60.119999,60.320000,59.689999,60.240002,59.508213,210938
2019-02-14,60.369999,60.369999,59.250000,59.340000,58.619144,221279
2019-02-15,59.500000,60.700001,59.270000,60.700001,59.962624,435821
2019-02-18,60.939999,61.439999,60.630001,61.360001,60.614605,233444
2019-02-19,61.500000,61.740002,60.320000,60.880001,60.140438,264859
2019-02-20,60.840000,61.099998,59.900002,59.900002,59.172340,492723
2019-02-21,59.799999,59.799999,57.070000,57.310001,56.613804,1313964
2019-02-22,57.220001,57.900002,56.439999,57.290001,56.594048,506200
2019-02-25,58.139999,58.240002,57.849998,58.139999,57.433720,277957
2019-02-26,57.680000,57.980000,57.099998,57.700001,56.999065,210218
