Date,Open,High,Low,Close,Adj Close,Volume
2019-01-15,685.599976,696.799988,675.799988,693.200012,690.758911,324174
2019-01-16,700.000000,708.000000,696.400024,703.400024,700.923035,295792
2019-01-17,698.000000,700.000000,687.599976,693.000000,690.559692,179262
2019-01-18,700.400024,711.799988,696.000000,711.200012,708.695557,479588
2019-01-21,712.000000,713.599976,699.799988,704.000000,701.520935,137996
2019-01-22,700.000000,706.400024,688.200012,697.200012,694.744873,209498
2019-01-23,692.200012,701.400024,688.000000,689.400024,686.972351,176484
2019-01-24,689.200012,711.400024,688.000000,710.599976,708.097595,314226
2019-01-25,712.000000,727.000000,712.000000,723.599976,721.051819,166483
2019-01-28,728.000000,736.799988,717.799988,736.000000,733.408203,289564
2019-01-29,739.400024,742.000000,690.000000,703.000000,700.524353,829634
2019-01-30,701.200012,712.400024,691.599976,709.000000,706.503235,297790
2019-01-31,715.599976,727.400024,703.400024,720.000000,717.464478,365690
2019-02-01,722.599976,725.599976,709.799988,712.599976,710.090576,186370
2019-02-04,713.799988,713.799988,703.000000,705.599976,703.115295,121996
2019-02-05,704.000000,709.400024,699.200012,700.799988,698.332214,179589
2019-02-06,702.200012,721.400024,701.799988,720.000000,717.464478,177291
2019-02-07,715.799988,716.200012,698.599976,700.000000,697.535034,191291
2019-02-08,696.599976,698.000000,678.400024,679.799988,677.406067,185427
2019-02-11,685.000000,686.799988,678.000000,681.400024,679.000549,155125
2019-02-12,689.000000,707.200012,689.000000,705.200012,702.716675,194794
2019-02-13,705.000000,712.599976,698.799988,706.599976,704.111694,115670
2019-02-14,712.000000,714.000000,695.400024,708.200012,705.706116,216330
2019-02-15,700.000000,729.799988,698.799988,725.000000,722.446960,371823
2019-02-18,727.000000,743.599976,724.599976,743.400024,740.782166,193886
2019-02-19,742.000000,746.200012,737.000000,737.000000,734.404663,214522
2019-02-20,745.000000,763.400024,741.799988,759.799988,757.124451,429650
2019-02-21,759.000000,761.000000,749.000000,751.799988,749.764343,336331
2019-02-22,746.200012,755.400024,746.000000,754.799988,752.756226,190411
2019-02-25,759.000000,768.799988,758.799988,766.599976,764.524231,163295
2019-02-26,766.599976,774.400024,760.599976,772.400024,770.308655,127817
2019-02-27,766.000000,768.000000,759.799988,765.400024,763.327576,105650
2019-02-28,764.599976,769.200012,748.599976,752.799988,750.761597,236457
2019-03-01,757.000000,770.599976,755.000000,764.799988,762.729187,292959
2019-03-04,770.000000,778.000000,769.200012,775.200012,773.101074,158388
