Date,Open,High,Low,Close,Adj Close,Volume
2019-01-17,27.100000,27.100000,26.100000,27.000000,26.500000,7265
2019-01-18,27.100000,29.200001,27.100000,28.200001,27.677778,4413
2019-01-21,28.500000,28.500000,28.200001,28.500000,27.972223,6464
2019-01-22,28.600000,32.900002,28.600000,32.000000,31.407408,9586
2019-01-23,32.000000,32.000000,27.600000,30.500000,29.935186,17481
2019-01-24,30.500000,30.900000,29.200001,30.600000,30.033335,2455
2019-01-25,30.299999,30.299999,28.000000,30.299999,29.738888,8346
2019-01-28,31.000000,31.000000,27.299999,28.200001,27.677778,18216
2019-01-29,28.500000,29.000000,27.700001,28.000000,27.481482,5399
2019-01-30,29.000000,29.000000,28.000000,28.000000,27.481482,5852
2019-01-31,28.000000,29.000000,28.000000,28.000000,27.481482,3476
2019-02-01,28.000000,29.100000,28.000000,29.000000,28.462963,2997
2019-02-04,29.000000,29.000000,27.200001,27.500000,26.990742,9813
2019-02-05,27.500000,28.200001,27.200001,27.500000,26.990742,11833
2019-02-06,28.000000,28.400000,27.799999,28.400000,27.874075,2780
2019-02-07,28.000000,28.000000,27.600000,27.600000,27.088890,2785
2019-02-08,25.799999,26.100000,21.200001,24.299999,23.850000,19560
2019-02-11,24.400000,25.000000,24.000000,24.200001,23.751852,15208
2019-02-12,24.600000,26.100000,24.500000,24.600000,24.144445,16227
2019-02-13,25.400000,25.400000,24.000000,25.200001,24.733334,9812
2019-02-14,25.200001,25.500000,25.200001,25.200001,24.733334,3460
2019-02-15,25.299999,25.299999,24.500000,24.700001,24.242594,1569
2019-02-18,24.900000,24.900000,24.500000,24.700001,24.242594,1500
2019-02-19,24.700001,25.799999,24.700001,25.799999,25.322222,7514
2019-02-20,25.799999,26.500000,24.900000,26.500000,26.009260,7361
2019-02-21,26.400000,26.500000,25.500000,25.500000,25.027779,3109
2019-02-22,25.900000,27.500000,25.100000,26.500000,26.009260,7130
2019-02-25,26.400000,27.000000,25.700001,26.000000,25.518518,8585
2019-02-26,26.000000,27.000000,25.000000,25.799999,25.322222,4275
2019-02-27,25.500000,26.799999,25.500000,26.600000,26.107409,183
2019-02-28,27.000000,28.500000,27.000000,28.100000,27.579630,27107
2019-03-01,28.100000,30.000000,28.100000,28.500000,27.972223,2867
2019-03-04,28.500000,29.400000,28.100000,28.500000,27.972223,8639
2019-03-05,28.299999,28.299999,27.100000,28.000000,27.481482,5746
2019-03-06,28.000000,29.299999,28.000000,28.700001,28.168520,8617
2019-03-07,28.500000,28.799999,28.000000,28.799999,28.266666,2119
2019-03-08,28.799999,28.799999,27.200001,27.600000,27.088890,2129
2019-03-11,27.700001,28.400000,26.200001,27.200001,26.696297,11171
2019-03-12,28.000000,28.299999,25.000000,27.500000,26.990742,3840
2019-03-13,27.500000,27.500000,26.400000,26.400000,25.911112,5303
2019-03-14,26.500000,27.000000,25.100000,26.400000,25.911112,8447
2019-03-15,27.000000,27.200001,25.000000,26.400000,25.911112,4579
2019-03-18,26.400000,26.400000,25.400000,25.700001,25.224075,8411
2019-03-19,25.700001,25.799999,24.799999,25.200001,24.733334,5189
2019-03-20,25.200001,26.000000,25.100000,25.500000,25.027779,3050
2019-03-21,25.100000,25.600000,25.100000,25.200001,24.733334,6446
2019-03-22,25.299999,26.200001,25.299999,25.400000,24.929630,4394
2019-03-25,26.000000,26.299999,25.500000,25.500000,25.027779,2020
2019-03-26,25.500000,25.700001,25.200001,25.400000,24.929630,2941
2019-03-27,25.500000,25.799999,25.200001,25.400000,24.929630,1644
2019-03-28,25.799999,25.799999,25.100000,25.299999,24.831482,2470
2019-03-29,25.299999,25.299999,25.000000,25.100000,24.635185,1336
2019-04-01,25.000000,25.299999,24.000000,24.700001,24.242594,4592
2019-04-02,24.400000,25.700001,24.400000,25.200001,24.733334,1770
2019-04-03,25.200001,25.700001,25.000000,25.700001,25.224075,2700
2019-04-04,25.700001,26.500000,24.700001,26.500000,26.009260,1899
2019-04-05,26.500000,26.500000,25.400000,26.000000,25.518518,2519
2019-04-08,25.500000,27.100000,25.400000,25.799999,25.322222,2788
2019-04-09,25.799999,26.200001,25.600000,26.200001,25.714815,2044
2019-04-10,26.200001,27.200001,26.200001,26.900000,26.401852,13829
2019-04-11,26.900000,27.200001,26.700001,26.700001,26.205557,485
2019-04-12,26.700001,27.200001,26.000000,26.400000,25.911112,5998
2019-04-15,26.000000,27.200001,25.600000,26.200001,25.714815,4493
2019-04-16,26.000000,27.299999,26.000000,26.400000,25.911112,3311
2019-04-17,27.000000,27.500000,25.900000,27.000000,26.500000,2656
2019-04-18,28.299999,28.299999,28.299999,28.299999,27.775925,10
2019-04-23,28.200001,28.200001,27.000000,27.000000,26.500000,3817
2019-04-24,27.000000,28.000000,27.000000,28.000000,27.481482,2876
2019-04-25,27.900000,27.900000,27.000000,27.000000,26.500000,5348
2019-04-26,27.200001,27.200001,26.700001,26.700001,26.205557,1916
2019-04-29,27.000000,27.500000,27.000000,27.500000,26.990742,1691
