Date,Open,High,Low,Close,Adj Close,Volume
2019-01-21,10.700000,10.950000,10.700000,10.950000,10.652184,61953
2019-01-22,10.900000,11.250000,10.900000,11.000000,10.700825,39829
2019-01-23,11.100000,11.200000,11.000000,11.100000,10.798105,37834
2019-01-24,11.100000,11.250000,10.950000,11.050000,10.749464,10626
2019-01-25,11.000000,11.100000,10.700000,10.700000,10.408983,9026
2019-01-28,10.750000,10.950000,10.650000,10.700000,10.408983,22852
2019-01-29,10.700000,11.000000,10.700000,10.900000,10.603543,15275
2019-01-30,10.900000,11.000000,10.800000,11.000000,10.700825,14433
2019-01-31,11.000000,11.150000,10.900000,10.900000,10.603543,14693
2019-02-01,10.900000,11.150000,10.850000,11.050000,10.749464,9528
2019-02-04,11.050000,11.250000,10.950000,11.250000,10.944024,13113
2019-02-05,11.250000,11.450000,11.250000,11.350000,11.041306,38848
2019-02-06,11.350000,11.400000,11.200000,11.400000,11.089945,9522
2019-02-07,11.350000,11.400000,11.050000,11.200000,10.895385,20265
2019-02-08,11.200000,11.350000,11.150000,11.300000,10.992665,5922
2019-02-11,11.350000,11.350000,11.200000,11.300000,10.992665,18378
2019-02-12,11.300000,11.400000,11.200000,11.200000,10.895385,8205
2019-02-13,11.500000,11.950000,11.500000,11.950000,11.624987,112090
2019-02-14,11.900000,12.150000,11.900000,12.100000,11.770906,227753
2019-02-15,12.050000,12.650000,12.000000,12.600000,12.257307,114993
2019-02-18,12.550000,12.700000,12.500000,12.700000,12.354589,72296
2019-02-19,12.700000,12.700000,12.450000,12.550000,12.208668,13229
2019-02-20,12.600000,12.850000,12.500000,12.500000,12.160028,24493
2019-02-21,12.550000,12.700000,12.400000,12.700000,12.354589,10653
2019-02-22,12.650000,12.750000,12.500000,12.500000,12.160028,43365
2019-02-25,12.550000,12.600000,12.100000,12.200000,11.868186,92358
2019-02-26,12.200000,12.350000,12.100000,12.350000,12.014108,31629
2019-02-27,12.400000,12.500000,12.250000,12.300000,11.965467,38154
2019-02-28,12.350000,12.450000,11.950000,12.250000,11.916828,22981
2019-03-01,12.100000,12.300000,12.100000,12.150000,11.819546,5235
2019-03-04,12.200000,12.200000,11.950000,12.150000,11.819546,22796
2019-03-05,12.250000,12.250000,12.050000,12.200000,11.868186,23902
2019-03-06,12.200000,12.250000,11.950000,11.950000,11.624987,4511
2019-03-07,12.150000,12.150000,11.850000,11.950000,11.624987,33657
2019-03-08,12.000000,12.150000,11.950000,12.150000,11.819546,12980
2019-03-11,12.200000,12.350000,12.150000,12.350000,12.014108,8103
2019-03-12,12.350000,12.450000,12.300000,12.400000,12.062747,4440
2019-03-13,12.400000,12.400000,12.300000,12.350000,12.014108,11524
2019-03-14,12.300000,12.800000,12.300000,12.450000,12.111387,257762
2019-03-15,12.500000,12.750000,12.450000,12.500000,12.160028,65749
2019-03-18,12.500000,12.550000,12.400000,12.400000,12.062747,35601
2019-03-19,12.500000,12.600000,12.400000,12.450000,12.111387,157434
2019-03-20,12.450000,12.600000,12.450000,12.550000,12.208668,94608
2019-03-21,12.550000,12.650000,12.450000,12.550000,12.208668,112228
2019-03-22,12.550000,12.600000,12.400000,12.500000,12.160028,38936
2019-03-25,12.400000,12.500000,12.350000,12.500000,12.160028,91590
2019-03-26,12.500000,12.650000,12.400000,12.550000,12.208668,243849
2019-03-27,12.650000,12.850000,12.600000,12.750000,12.403229,192477
2019-03-28,12.650000,12.950000,12.650000,12.800000,12.560232,36015
2019-03-29,12.800000,12.900000,12.650000,12.750000,12.511168,31224
2019-04-01,12.700000,13.050000,12.650000,12.900000,12.658358,27066
2019-04-02,13.000000,13.200000,12.950000,13.150000,12.903675,42036
2019-04-03,13.200000,13.350000,13.000000,13.150000,12.903675,25942
2019-04-04,13.000000,13.150000,12.800000,12.800000,12.560232,24724
2019-04-05,12.800000,12.800000,12.400000,12.500000,12.265851,18305
2019-04-08,12.400000,12.700000,12.400000,12.600000,12.363978,29446
2019-04-09,12.600000,12.750000,12.400000,12.600000,12.363978,29683
2019-04-10,12.600000,12.600000,12.400000,12.500000,12.265851,22702
2019-04-11,12.500000,12.650000,12.450000,12.600000,12.363978,29324
2019-04-12,12.600000,12.650000,12.500000,12.600000,12.363978,9957
2019-04-15,12.600000,12.650000,12.450000,12.600000,12.363978,307515
2019-04-16,12.500000,12.650000,12.500000,12.550000,12.314914,15270
2019-04-17,12.550000,12.650000,12.350000,12.450000,12.216787,26949
2019-04-18,12.400000,12.400000,12.400000,12.400000,12.167724,166
2019-04-23,12.500000,12.500000,12.350000,12.400000,12.167724,8750
2019-04-24,12.400000,12.400000,12.350000,12.350000,12.118661,7999
2019-04-25,12.500000,12.650000,12.500000,12.650000,12.413040,28532
2019-04-26,12.750000,12.900000,12.750000,12.900000,12.658358,22470
2019-04-29,12.900000,13.400000,12.900000,13.400000,13.148992,13775
2019-04-30,13.400000,13.400000,12.850000,12.850000,12.609295,6613
2019-05-02,12.800000,12.800000,12.600000,12.650000,12.413040,38629
2019-05-03,12.650000,12.750000,12.650000,12.700000,12.462105,2068
2019-05-06,12.750000,12.750000,12.600000,12.600000,12.363978,7980
2019-05-07,12.600000,12.800000,12.500000,12.500000,12.265851,18144
2019-05-08,12.800000,12.950000,12.800000,12.950000,12.707421,7440
2019-05-09,13.000000,13.000000,12.950000,12.950000,12.707421,3025
2019-05-10,12.950000,12.950000,12.950000,12.950000,12.707421,9895
2019-05-13,13.100000,13.100000,12.950000,12.950000,12.707421,19888
2019-05-14,13.000000,13.200000,13.000000,13.200000,12.952738,12604
2019-05-15,13.200000,13.250000,13.200000,13.250000,13.001802,27454
2019-05-16,13.550000,13.550000,13.550000,13.550000,13.296182,13098
2019-05-17,13.600000,13.600000,13.550000,13.550000,13.296182,21117
2019-05-20,13.600000,13.700000,13.600000,13.700000,13.443373,6489
2019-05-21,13.800000,13.850000,13.800000,13.850000,13.590563,3417
2019-05-22,13.950000,13.950000,13.800000,13.850000,13.590563,7796
2019-05-23,13.850000,13.850000,13.650000,13.750000,13.492435,4966
2019-05-24,13.750000,13.850000,13.750000,13.750000,13.492435,34332
2019-05-27,14.050000,14.350000,14.050000,14.350000,14.081197,9384
2019-05-28,14.400000,14.400000,14.150000,14.150000,13.884943,21785
2019-05-29,14.200000,14.200000,14.150000,14.150000,13.884943,17193
2019-05-31,13.900000,13.950000,13.900000,13.950000,13.688689,30061
2019-06-03,14.050000,14.050000,13.900000,14.000000,13.737753,28401
2019-06-04,13.900000,14.150000,13.900000,14.150000,13.884943,11056
2019-06-05,14.200000,14.300000,14.200000,14.250000,13.983070,9966
2019-06-07,14.400000,14.400000,14.350000,14.400000,14.130260,12034
2019-06-11,14.700000,14.700000,14.500000,14.500000,14.228388,32861
2019-06-12,14.700000,14.700000,14.450000,14.450000,14.179323,20635
2019-06-13,14.700000,15.000000,14.700000,15.000000,14.719021,14902
2019-06-14,15.000000,15.000000,14.850000,14.850000,14.571832,17336
2019-06-18,15.150000,15.550000,15.150000,15.550000,15.258718,29364
2019-06-19,15.400000,15.400000,15.150000,15.300000,15.013402,7870
2019-06-20,15.300000,15.300000,15.150000,15.150000,14.866211,5831
2019-06-24,15.000000,15.250000,15.000000,15.250000,14.964338,13728
2019-06-25,15.250000,15.250000,15.000000,15.000000,14.719021,40008
2019-06-26,15.000000,15.000000,14.750000,14.750000,14.473703,1921
2019-06-27,14.750000,14.750000,14.650000,14.650000,14.483590,12495
2019-06-28,14.500000,14.500000,14.500000,14.500000,14.335295,15761
2019-07-01,14.500000,14.600000,14.500000,14.600000,14.434158,79638
2019-07-02,14.700000,14.800000,14.700000,14.800000,14.631886,24138
2019-07-03,14.700000,15.300000,14.700000,15.300000,15.126207,7945
2019-07-04,15.300000,15.450000,15.300000,15.450000,15.274503,12119
2019-07-05,15.450000,15.500000,15.450000,15.450000,15.274503,13554
2019-07-08,15.350000,15.500000,15.350000,15.500000,15.323936,25521
2019-07-09,15.500000,15.550000,15.500000,15.550000,15.373367,2778
2019-07-10,15.550000,15.600000,15.550000,15.600000,15.422799,4346
2019-07-11,15.600000,15.850000,15.600000,15.850000,15.669960,41812
2019-07-12,16.000000,16.000000,15.650000,15.700000,15.521664,13305
2019-07-15,15.900000,16.100000,15.900000,16.100000,15.917120,8211
2019-07-16,16.150000,16.150000,16.000000,16.000000,15.818255,6108
2019-07-17,16.000000,16.000000,15.700000,15.700000,15.521664,7487
2019-07-18,15.700000,15.700000,15.500000,15.600000,15.422799,14401
2019-07-19,15.650000,15.650000,15.500000,15.500000,15.323936,11224
2019-07-22,15.500000,15.850000,15.500000,15.850000,15.669960,21647
2019-07-23,15.900000,15.900000,15.750000,15.750000,15.571095,952
2019-07-24,15.750000,15.750000,15.750000,15.750000,15.571095,2281
2019-07-25,15.750000,15.750000,15.750000,15.750000,15.571095,3793
2019-07-26,15.750000,15.950000,15.750000,15.950000,15.768823,1661
2019-07-29,15.950000,16.000000,15.800000,15.800000,15.620527,4768
2019-07-30,15.800000,16.000000,15.800000,16.000000,15.818255,999
2019-07-31,16.000000,16.000000,16.000000,16.000000,15.818255,6663
2019-08-01,16.000000,16.100000,16.000000,16.100000,15.917120,4781
2019-08-02,15.950000,16.250000,15.950000,16.250000,16.065414,5801
2019-08-06,15.900000,15.900000,15.750000,15.750000,15.571095,1538
2019-08-07,15.750000,15.800000,15.750000,15.800000,15.620527,16762
2019-08-08,15.800000,15.900000,15.800000,15.900000,15.719392,7750
2019-08-09,15.900000,16.000000,15.900000,15.900000,15.719392,3285
2019-08-12,15.900000,16.100000,15.900000,16.100000,15.917120,4689
2019-08-13,16.100000,16.250000,16.100000,16.250000,16.065414,3794
2019-08-14,16.450001,16.450001,16.350000,16.350000,16.164280,4931
2019-08-15,16.299999,16.400000,16.250000,16.250000,16.065414,12021
2019-08-16,15.950000,16.799999,15.950000,16.799999,16.609167,26837
2019-08-19,16.850000,17.049999,16.850000,17.049999,16.856327,6339
2019-08-20,17.250000,17.250000,17.150000,17.150000,16.955193,17629
2019-08-21,17.150000,17.150000,16.950001,16.950001,16.757465,17568
2019-08-22,16.900000,17.150000,16.900000,17.150000,16.955193,9073
2019-08-23,17.150000,17.350000,17.150000,17.350000,17.152922,12743
2019-08-26,17.299999,17.299999,17.100000,17.200001,17.004625,31019
2019-08-27,17.299999,17.350000,17.299999,17.350000,17.152922,30129
2019-08-28,17.700001,17.700001,17.299999,17.600000,17.400082,15097
2019-08-29,17.600000,17.600000,17.400000,17.400000,17.202353,5509
2019-08-30,17.700001,17.700001,17.400000,17.650000,17.449512,6110
2019-09-02,17.850000,17.850000,17.850000,17.850000,17.647242,9983
2019-09-03,17.850000,17.950001,17.850000,17.950001,17.746105,20593
2019-09-04,18.049999,18.450001,18.049999,18.450001,18.240427,14062
2019-09-05,18.250000,18.250000,17.200001,17.200001,17.004625,13227
2019-09-06,17.200001,17.200001,17.200001,17.200001,17.004625,11046
2019-09-09,17.250000,17.250000,17.000000,17.000000,16.806898,32076
2019-09-10,17.000000,17.000000,16.299999,16.299999,16.114847,1531
2019-09-11,16.100000,16.100000,16.000000,16.000000,15.818255,61779
2019-09-12,16.100000,16.150000,16.000000,16.150000,15.966552,73506
2019-09-13,16.350000,16.350000,15.850000,15.850000,15.669960,6452
2019-09-16,15.750000,15.750000,15.500000,15.650000,15.472231,8860
2019-09-17,15.600000,16.200001,15.600000,16.200001,16.015985,85858
2019-09-18,16.250000,16.600000,16.250000,16.600000,16.411442,43791
2019-09-19,16.750000,17.100000,16.750000,17.100000,16.905760,126908
2019-09-20,17.100000,17.250000,16.950001,16.950001,16.757465,11085
2019-09-23,16.900000,17.000000,16.799999,17.000000,16.806898,41578
2019-09-24,17.200001,17.400000,17.200001,17.400000,17.202353,8002
2019-09-25,17.400000,17.400000,17.400000,17.400000,17.202353,4376
2019-09-26,17.400000,17.950001,17.400000,17.950001,17.746105,13981
2019-09-27,18.000000,18.000000,17.950001,17.950001,17.855528,3224
2019-09-30,17.950001,18.049999,17.950001,18.049999,17.955000,31742
2019-10-01,18.250000,18.250000,18.049999,18.100000,18.004738,10822
2019-10-02,17.950001,17.950001,17.549999,17.549999,17.457630,15929
2019-10-03,17.500000,17.549999,17.500000,17.549999,17.457630,24713
2019-10-04,17.549999,17.549999,17.400000,17.400000,17.308420,16056
2019-10-07,17.650000,17.799999,17.650000,17.799999,17.706316,17868
2019-10-08,18.049999,18.049999,17.900000,18.000000,17.905264,5438
2019-10-09,17.850000,18.000000,17.850000,17.950001,17.855528,6761
2019-10-10,18.000000,18.000000,17.799999,17.799999,17.706316,9557
2019-10-11,18.000000,18.000000,17.799999,17.799999,17.706316,4063
2019-10-14,18.000000,18.000000,17.799999,17.900000,17.805790,11150
2019-10-15,17.900000,18.250000,17.900000,18.250000,18.153948,19663
2019-10-16,18.200001,18.200001,17.900000,17.900000,17.805790,12605
2019-10-17,18.100000,18.100000,17.950001,18.000000,17.905264,17878
2019-10-18,18.000000,18.100000,17.549999,17.750000,17.656580,44363
2019-10-21,17.799999,17.799999,16.850000,16.900000,16.811052,43411
2019-10-22,16.900000,16.900000,16.350000,16.850000,16.761316,52593
2019-10-23,16.900000,16.900000,16.350000,16.850000,16.761316,123463
2019-10-24,17.000000,17.150000,16.600000,16.750000,16.661842,76394
2019-10-25,16.799999,16.850000,16.600000,16.850000,16.761316,18952
2019-10-28,16.750000,16.850000,16.549999,16.799999,16.711578,24254
2019-10-29,16.750000,16.750000,16.350000,16.500000,16.413158,129183
2019-10-30,16.500000,16.650000,16.299999,16.650000,16.562368,45930
2019-10-31,16.700001,16.900000,16.650000,16.900000,16.811052,24315
2019-11-01,16.900000,17.000000,16.600000,17.000000,16.910526,2395
2019-11-04,16.650000,16.950001,16.549999,16.700001,16.612106,18484
2019-11-05,16.700001,16.750000,16.250000,16.700001,16.612106,19515
2019-11-06,16.650000,16.700001,16.450001,16.700001,16.612106,11049
2019-11-07,16.750000,16.799999,16.500000,16.799999,16.711578,37366
2019-11-08,16.750000,16.950001,16.700001,16.750000,16.661842,15028
2019-11-11,16.750000,16.900000,16.700001,16.750000,16.661842,18959
2019-11-12,16.750000,16.750000,16.500000,16.650000,16.562368,12767
2019-11-13,16.650000,16.700001,16.500000,16.549999,16.462894,45885
2019-11-14,16.700001,17.150000,16.700001,16.950001,16.860790,35926
2019-11-15,17.049999,17.600000,17.049999,17.450001,17.358158,77266
2019-11-18,17.500000,17.750000,17.200001,17.350000,17.258684,17026
2019-11-19,17.450001,17.700001,17.350000,17.600000,17.507368,24315
2019-11-20,17.650000,18.000000,17.650000,17.850000,17.756054,40433
2019-11-21,18.049999,18.049999,17.500000,17.549999,17.457630,11716
2019-11-22,17.700001,17.750000,17.400000,17.400000,17.308420,27059
2019-11-25,17.549999,17.900000,17.549999,17.799999,17.706316,11835
2019-11-26,17.850000,18.200001,17.700001,18.049999,17.955000,52670
2019-11-27,18.049999,18.450001,18.049999,18.299999,18.203684,43016
2019-11-28,18.350000,18.450001,18.100000,18.250000,18.153948,21193
2019-11-29,18.250000,18.450001,18.100000,18.450001,18.352896,13762
2019-12-02,18.500000,18.850000,18.350000,18.500000,18.402632,52240
2019-12-03,19.299999,19.299999,18.299999,18.400000,18.303158,24847
2019-12-04,18.450001,18.799999,18.450001,18.700001,18.601580,19582
2019-12-05,18.900000,18.900000,18.700001,18.750000,18.651316,20942
2019-12-06,18.799999,19.350000,18.750000,19.250000,19.148684,81722
